,Word,Graphemes,Word Length,Number of Graphemes,Number of Vowels,Number of Consonants,Characters per Grapheme
5228,london,l-o-n-d-o-n,6,6,2,4,1.0
5229,lone,l-o-ne,4,3,2,2,1.3333333333333333
5230,lonely,l-o-ne-l-y,6,5,2,4,1.2
5231,long,l-o-ng,4,3,1,3,1.3333333333333333
5232,longer,l-o-ng-er,6,4,2,4,1.5
5233,longest,l-o-ng-e-st,7,5,2,5,1.4
5234,longitude,l-o-ng-i-t-u-de,9,7,4,5,1.2857142857142858
5235,look,l-oo-k,4,3,2,2,1.3333333333333333
5236,looked,l-oo-k-ed,6,4,3,3,1.5
5237,looking,l-oo-k-i-ng,7,5,3,4,1.4
5238,looks,l-oo-k-s,5,4,2,3,1.25
5239,looksmart,l-oo-k-s-m-ar-t,9,7,3,6,1.2857142857142858
5240,lookup,l-oo-k-u-p,6,5,3,3,1.2
5241,loop,l-oo-p,4,3,2,2,1.3333333333333333
5242,loops,l-oo-ps,5,3,2,3,1.6666666666666667
5243,loose,l-oo-se,5,3,3,2,1.6666666666666667
5244,lopez,l-o-p-e-z,5,5,2,3,1.0
5245,lord,l-or-d,4,3,1,3,1.3333333333333333
5246,los,l-os,3,2,1,2,1.5
5247,lose,l-o.e-s,4,3,2,2,1.3333333333333333
5248,losing,l-o-s-i-ng,6,5,2,4,1.2
5249,loss,l-o-ss,4,3,1,3,1.3333333333333333
5250,losses,l-o-ss-es,6,4,2,4,1.5
5251,lost,l-o-st,4,3,1,3,1.3333333333333333
5252,lot,l-ot,3,2,1,2,1.5
5253,lots,l-ot-s,4,3,1,3,1.3333333333333333
5254,lottery,l-o-tt-er-y,7,5,2,5,1.4
5255,lotus,l-o-t-u-s,5,5,2,3,1.0
5256,lou,l-ou,3,2,2,1,1.5
5257,loud,l-ou-d,4,3,2,2,1.3333333333333333
5258,louis,l-ou-is,5,3,3,2,1.6666666666666667
5259,louise,l-ou-i-se,6,4,4,2,1.5
5260,louisiana,l-ou-i-si-a-na,9,6,6,3,1.5
5261,louisville,l-ou-is-v-i-lle,10,6,5,5,1.6666666666666667
5262,lounge,l-ou-ng-e,6,4,3,3,1.5
5263,love,l-o-ve,4,3,2,2,1.3333333333333333
5264,loved,l-o-v-ed,5,4,2,3,1.25
5265,lovely,l-o-ve-l-y,6,5,2,4,1.2
5266,lover,l-o-v-er,5,4,2,3,1.25
5267,lovers,l-o-v-er-s,6,5,2,4,1.2
5268,loves,l-o-ve-s,5,4,2,3,1.25
5269,loving,l-o-v-i-ng,6,5,2,4,1.2
5270,low,l-ow,3,2,1,2,1.5
5271,lower,l-ow-er,5,3,2,3,1.6666666666666667
5272,lowest,l-ow-e-st,6,4,2,4,1.5
5273,lows,l-ow-s,4,3,1,3,1.3333333333333333
5274,lucas,l-u-c-as,5,4,2,3,1.25
5275,lucia,l-u-ci-a,5,4,3,2,1.25
5276,luck,l-u-ck,4,3,1,3,1.3333333333333333
5277,lucky,l-u-ck-y,5,4,1,4,1.25
5278,lucy,l-u-c-y,4,4,1,3,1.0
5279,luggage,l-u-gg-a-ge,7,5,3,4,1.4
5280,luis,l-ui-s,4,3,2,2,1.3333333333333333
5281,luke,l-u-ke,4,3,2,2,1.3333333333333333
5282,lunch,l-u-nc-h,5,4,1,4,1.25
5283,lung,l-u-ng,4,3,1,3,1.3333333333333333
5284,luther,l-u-th-er,6,4,2,4,1.5
5285,luxembourg,l-u-xe-m-b-ou-r-g,10,8,4,6,1.25
5286,luxury,l-u-x-ur-y,6,5,2,4,1.2
5287,lycos,l-y-c-os,5,4,1,4,1.25
5288,lying,l-y-i-ng,5,4,1,4,1.25
5289,lynn,l-y-nn,4,3,0,4,1.3333333333333333
5290,lyric,l-y-r-i-c,5,5,1,4,1.0
5291,lyrics,l-y-r-i-c-s,6,6,1,5,1.0
5292,m,m,1,1,0,1,1.0
5293,ma,m-a,2,2,1,1,1.0
5294,mac,m-a-c,3,3,1,2,1.0
5295,macedonia,m-a-ce-d-o-n-ia,9,7,5,4,1.2857142857142858
5296,machine,m-a-ch-i-ne,7,5,3,4,1.4
5297,machinery,m-a-ch-i-n-er-y,9,7,3,6,1.2857142857142858
5298,machines,m-a-ch-i-ne-s,8,6,3,5,1.3333333333333333
5299,macintosh,m-a-c-i-nt-o-sh,9,7,3,6,1.2857142857142858
5300,macro,m-a-c-r-o,5,5,2,3,1.0
5301,macromedia,m-a-c-r-o-me-d-ia,10,8,5,5,1.25
5302,mad,m-a-d,3,3,1,2,1.0
5303,madagascar,m-a-d-a-g-as-c-ar,10,8,4,6,1.25
5304,made,m-a-de,4,3,2,2,1.3333333333333333
5305,madison,m-a-di-s-o-n,7,6,3,4,1.1666666666666667
5306,madness,m-a-d-ne-ss,7,5,2,5,1.4
5307,madonna,m-a-d-o-nn-a,7,6,3,4,1.1666666666666667
5308,madrid,m-a-d-r-i-d,6,6,2,4,1.0
5309,mae,m-ae,3,2,2,1,1.5
5310,mag,m-a-g,3,3,1,2,1.0
5311,magazine,m-a-g-a-zi-ne,8,6,4,4,1.3333333333333333
5312,magazines,m-a-g-a-zi-ne-s,9,7,4,5,1.2857142857142858
5313,magic,m-a-gi-c,5,4,2,3,1.25
5314,magical,m-a-gi-c-al,7,5,3,4,1.4
5315,magnet,m-a-gn-et,6,4,2,4,1.5
5316,magnetic,m-a-gn-et-i-c,8,6,3,5,1.3333333333333333
5317,magnificent,m-a-gn-i-f-i-ce-nt,11,8,4,7,1.375
5318,magnitude,m-a-gn-i-t-u-de,9,7,4,5,1.2857142857142858
5319,mai,m-ai,3,2,2,1,1.5
5320,maiden,m-ai-de-n,6,4,3,3,1.5
5321,mail,m-ai-l,4,3,2,2,1.3333333333333333
5322,mailed,m-ai-l-ed,6,4,3,3,1.5
5323,mailing,m-ai-l-i-ng,7,5,3,4,1.4
5324,mailman,m-ai-l-m-a-n,7,6,3,4,1.1666666666666667
5325,mails,m-ai-l-s,5,4,2,3,1.25
5326,mailto,m-ai-l-t-o,6,5,3,3,1.2
5327,main,m-ai-n,4,3,2,2,1.3333333333333333
5328,maine,m-ai-ne,5,3,3,2,1.6666666666666667
5329,mainland,m-ai-n-l-a-nd,8,6,3,5,1.3333333333333333
5330,mainly,m-ai-n-l-y,6,5,2,4,1.2
5331,mainstream,m-ai-n-st-re-a-m,10,7,4,6,1.4285714285714286
5332,maintain,m-ai-n-t-ai-n,8,6,4,4,1.3333333333333333
5333,maintained,m-ai-n-t-ai-n-ed,10,7,5,5,1.4285714285714286
5334,maintaining,m-ai-n-t-ai-n-i-ng,11,8,5,6,1.375
5335,maintains,m-ai-n-t-ai-n-s,9,7,4,5,1.2857142857142858
5336,maintenance,m-ai-n-t-e-n-a-nc-e,11,9,5,6,1.2222222222222223
5337,major,m-a-j-or,5,4,2,3,1.25
5338,majority,m-a-j-or-i-t-y,8,7,3,5,1.1428571428571428
5339,make,m-a-ke,4,3,2,2,1.3333333333333333
5340,maker,m-a-k-er,5,4,2,3,1.25
5341,makers,m-a-k-er-s,6,5,2,4,1.2
5342,makes,m-a-ke-s,5,4,2,3,1.25
5343,makeup,m-a-ke-u-p,6,5,3,3,1.2
5344,making,m-a-k-i-ng,6,5,2,4,1.2
5345,malawi,m-al-a-wi,6,4,3,3,1.5
5346,malaysia,m-al-ay-s-ia,8,5,4,4,1.6
5347,maldives,m-al-di-v-es,8,5,3,5,1.6
5348,male,m-a-le,4,3,2,2,1.3333333333333333
5349,males,m-a-le-s,5,4,2,3,1.25
5350,mali,m-a-l-i,4,4,2,2,1.0
5351,mall,m-a-ll,4,3,1,3,1.3333333333333333
5352,malpractice,m-al-p-r-a-ct-i-ce,11,8,4,7,1.375
5353,malta,m-al-t-a,5,4,2,3,1.25
5354,mambo,m-a-mb-o,5,4,2,3,1.25
5355,man,m-a-n,3,3,1,2,1.0
5356,manage,m-a-n-a-ge,6,5,3,3,1.2
5357,managed,m-a-n-a-g-ed,7,6,3,4,1.1666666666666667
5358,management,m-a-n-a-ge-me-nt,10,7,4,6,1.4285714285714286
5359,manager,m-a-n-a-g-er,7,6,3,4,1.1666666666666667
5360,managers,m-a-n-a-g-er-s,8,7,3,5,1.1428571428571428
5361,managing,m-a-n-a-gi-ng,8,6,3,5,1.3333333333333333
5362,manchester,m-a-n-ch-e-st-er,10,7,3,7,1.4285714285714286
5363,mandate,m-a-nd-a-te,7,5,3,4,1.4
5364,mandatory,m-a-nd-at-or-y,9,6,3,6,1.5
5365,manga,m-a-ng-a,5,4,2,3,1.25
5366,manhattan,m-a-n-h-a-tt-a-n,9,8,3,6,1.125
5367,manitoba,m-a-n-it-o-b-a,8,7,4,4,1.1428571428571428
5368,manner,m-a-nn-er,6,4,2,4,1.5
5369,manor,m-a-n-or,5,4,2,3,1.25
5370,manual,m-a-n-ua-l,6,5,3,3,1.2
5371,manually,m-a-n-ua-ll-y,8,6,3,5,1.3333333333333333
5372,manuals,m-a-n-ua-l-s,7,6,3,4,1.1666666666666667
5373,manufacture,m-a-n-u-f-ac-t-u-re,11,9,5,6,1.2222222222222223
5374,manufactured,m-a-n-u-f-ac-t-u-r-ed,12,10,5,7,1.2
5375,manufacturer,m-a-n-u-f-ac-t-u-r-er,12,10,5,7,1.2
5376,manufacturers,m-a-n-u-f-ac-t-u-r-er-s,13,11,5,8,1.1818181818181819
5377,manufacturing,m-a-n-u-f-ac-t-u-r-i-ng,13,11,5,8,1.1818181818181819
5378,many,m-a-n-y,4,4,1,3,1.0
5379,map,m-a-p,3,3,1,2,1.0
5380,maple,m-a-p-le,5,4,2,3,1.25
5381,mapping,m-a-pp-i-ng,7,5,2,5,1.4
5382,maps,m-a-ps,4,3,1,3,1.3333333333333333
5383,mar,m-ar,3,2,1,2,1.5
5384,marathon,m-ar-a-th-o-n,8,6,3,5,1.3333333333333333
5385,marble,m-ar-b-le,6,4,2,4,1.5
5386,marc,m-ar-c,4,3,1,3,1.3333333333333333
5387,march,m-ar-ch,5,3,1,4,1.6666666666666667
5388,marco,m-ar-c-o,5,4,2,3,1.25
5389,marcus,m-ar-cu-s,6,4,2,4,1.5
5390,mardi,m-ar-di,5,3,2,3,1.6666666666666667
5391,margaret,m-ar-g-ar-et,8,5,3,5,1.6
5392,margin,m-ar-gi-n,6,4,2,4,1.5
5393,maria,m-ar-ia,5,3,3,2,1.6666666666666667
5394,mariah,m-ar-ia-h,6,4,3,3,1.5
5395,marie,m-ar-ie,5,3,3,2,1.6666666666666667
5396,marijuana,m-ar-i-j-ua-n-a,9,7,5,4,1.2857142857142858
5397,marilyn,m-ar-i-l-y-n,7,6,2,5,1.1666666666666667
5398,marina,m-ar-i-n-a,6,5,3,3,1.2
5399,marine,m-ar-i-ne,6,4,3,3,1.5
5400,mario,m-ar-io,5,3,3,2,1.6666666666666667
5401,marion,m-ar-io-n,6,4,3,3,1.5
5402,maritime,m-ar-i-ti-me,8,5,4,4,1.6
5403,mark,m-ar-k,4,3,1,3,1.3333333333333333
5404,marked,m-ar-k-ed,6,4,2,4,1.5
5405,marker,m-ar-k-er,6,4,2,4,1.5
5406,markers,m-ar-k-er-s,7,5,2,5,1.4
5407,market,m-ar-ke-t,6,4,2,4,1.5
5408,marketing,m-ar-k-et-i-ng,9,6,3,6,1.5
5409,marketplace,m-ar-k-et-p-l-a-ce,11,8,4,7,1.375
5410,markets,m-ar-k-et-s,7,5,2,5,1.4
5411,marking,m-ar-k-i-ng,7,5,2,5,1.4
5412,marks,m-ar-k-s,5,4,1,4,1.25
5413,marriage,m-a-rr-ia-ge,8,5,4,4,1.6
5414,married,m-a-rr-ie-d,7,5,3,4,1.4
5415,marriott,m-a-rr-io-tt,8,5,3,5,1.6
5416,mars,m-ar-s,4,3,1,3,1.3333333333333333
5417,marsh,m-ar-sh,5,3,1,4,1.6666666666666667
5418,marshall,m-ar-sh-a-ll,8,5,2,6,1.6
5419,mart,m-ar-t,4,3,1,3,1.3333333333333333
5420,martha,m-ar-th-a,6,4,2,4,1.5
5421,martial,m-ar-ti-al,7,4,3,4,1.75
5422,martin,m-ar-t-i-n,6,5,2,4,1.2
5423,marvel,m-ar-ve-l,6,4,2,4,1.5
5424,mary,m-ar-y,4,3,1,3,1.3333333333333333
5425,maryland,m-ar-y-l-a-nd,8,6,2,6,1.3333333333333333
5426,mas,m-as,3,2,1,2,1.5
5427,mask,m-as-k,4,3,1,3,1.3333333333333333
5428,mason,m-as-o-n,5,4,2,3,1.25
5429,mass,m-a-ss,4,3,1,3,1.3333333333333333
5430,massachusetts,m-a-ss-a-ch-u-s-e-tt-s,13,10,4,9,1.3
5431,massage,m-a-ss-a-ge,7,5,3,4,1.4
5432,massive,m-a-ss-i-ve,7,5,3,4,1.4
5433,master,m-a-st-er,6,4,2,4,1.5
5434,mastercard,m-a-st-er-c-ar-d,10,7,3,7,1.4285714285714286
5435,masters,m-a-st-er-s,7,5,2,5,1.4
5436,masturbating,m-a-st-ur-b-a-t-i-ng,12,9,4,8,1.3333333333333333
5437,masturbation,m-a-st-ur-b-a-ti-o-n,12,9,5,7,1.3333333333333333
5438,mat,m-at,3,2,1,2,1.5
5439,match,m-at-ch,5,3,1,4,1.6666666666666667
5440,matched,m-at-ch-ed,7,4,2,5,1.75
5441,matches,m-at-ch-es,7,4,2,5,1.75
5442,matching,m-at-ch-i-ng,8,5,2,6,1.6
5443,mate,m-a-te,4,3,2,2,1.3333333333333333
5444,material,m-a-t-er-ia-l,8,6,4,4,1.3333333333333333
5445,materials,m-a-t-er-ia-l-s,9,7,4,5,1.2857142857142858
5446,maternity,m-a-t-er-n-i-t-y,9,8,3,6,1.125
5447,math,m-a-th,4,3,1,3,1.3333333333333333
5448,mathematical,m-a-th-e-m-a-t-i-c-al,12,10,5,7,1.2
5449,mathematics,m-a-th-e-m-a-t-i-c-s,11,10,4,7,1.1
5450,mating,m-a-t-i-ng,6,5,2,4,1.2
5451,matrix,m-a-t-r-i-x,6,6,2,4,1.0
5452,mats,m-a-ts,4,3,1,3,1.3333333333333333
5453,matt,m-a-tt,4,3,1,3,1.3333333333333333
5454,matter,m-a-tt-er,6,4,2,4,1.5
5455,matters,m-a-tt-er-s,7,5,2,5,1.4
5456,matthew,m-a-tt-h-ew,7,5,2,5,1.4
5457,mattress,m-a-tt-re-ss,8,5,2,6,1.6
5458,mature,m-at-u-re,6,4,3,3,1.5
5459,maui,m-au-i,4,3,3,1,1.3333333333333333
5460,mauritius,m-au-r-i-ti-u-s,9,7,5,4,1.2857142857142858
5461,max,m-a-x,3,3,1,2,1.0
5462,maximize,m-a-xi-m-i-ze,8,6,4,4,1.3333333333333333
5463,maximum,m-a-xi-m-u-m,7,6,3,4,1.1666666666666667
5464,may,m-ay,3,2,1,2,1.5
5465,maybe,m-ay-b-e,5,4,2,3,1.25
5466,mayor,m-ay-or,5,3,2,3,1.6666666666666667
5467,mazda,m-a-z-d-a,5,5,2,3,1.0
5468,mba,m-b-a,3,3,1,2,1.0
5469,mc,m-c,2,2,0,2,1.0
5470,mcdonald,m-c-d-o-n-al-d,8,7,2,6,1.1428571428571428
5471,me,me,2,1,1,1,2.0
5472,meal,m-ea-l,4,3,2,2,1.3333333333333333
5473,meals,m-ea-l-s,5,4,2,3,1.25
5474,mean,m-ea-n,4,3,2,2,1.3333333333333333
5475,meaning,m-ea-n-i-ng,7,5,3,4,1.4
5476,meaningful,m-ea-n-i-ng-f-u-l,10,8,4,6,1.25
5477,means,m-ea-n-s,5,4,2,3,1.25
5478,meant,m-ea-nt,5,3,2,3,1.6666666666666667
5479,meanwhile,m-ea-n-w-h-i-le,9,7,4,5,1.2857142857142858
5480,measure,m-ea-s-u-re,7,5,4,3,1.4
5481,measured,m-ea-s-u-r-ed,8,6,4,4,1.3333333333333333
5482,measurement,m-ea-s-u-re-me-nt,11,7,5,6,1.5714285714285714
5483,measurements,m-ea-s-u-re-me-nt-s,12,8,5,7,1.5
5484,measures,m-ea-s-u-re-s,8,6,4,4,1.3333333333333333
5485,measuring,m-ea-s-u-r-i-ng,9,7,4,5,1.2857142857142858
5486,meat,m-ea-t,4,3,2,2,1.3333333333333333
5487,mechanical,m-e-ch-a-n-i-c-al,10,8,4,6,1.25
5488,mechanics,m-e-ch-a-n-i-c-s,9,8,3,6,1.125
5489,mechanism,m-e-ch-a-n-i-s-m,9,8,3,6,1.125
5490,mechanisms,m-e-ch-a-n-i-s-m-s,10,9,3,7,1.1111111111111112
5491,med,m-ed,3,2,1,2,1.5
5492,medal,m-ed-al,5,3,2,3,1.6666666666666667
5493,media,m-e-d-ia,5,4,3,2,1.25
5494,median,m-e-d-ia-n,6,5,3,3,1.2
5495,mediawiki,m-e-d-ia-wi-k-i,9,7,5,4,1.2857142857142858
5496,medicaid,m-e-di-c-ai-d,8,6,4,4,1.3333333333333333
5497,medical,m-e-di-c-al,7,5,3,4,1.4
5498,medicare,m-e-di-c-a-re,8,6,4,4,1.3333333333333333
5499,medication,m-e-di-c-a-ti-o-n,10,8,5,5,1.25
5500,medications,m-e-di-c-a-ti-o-n-s,11,9,5,6,1.2222222222222223
5501,medicine,m-e-di-ci-ne,8,5,4,4,1.6
5502,medicines,m-e-di-ci-ne-s,9,6,4,5,1.5
5503,medieval,m-ed-ie-v-al,8,5,4,4,1.6
5504,meditation,m-ed-it-a-ti-o-n,10,7,5,5,1.4285714285714286
5505,mediterranean,m-e-d-it-e-rr-a-ne-a-n,13,10,6,7,1.3
5506,medium,m-e-d-i-u-m,6,6,3,3,1.0
5507,medline,m-ed-l-i-ne,7,5,3,4,1.4
5508,meet,m-ee-t,4,3,2,2,1.3333333333333333
5509,meeting,m-ee-t-i-ng,7,5,3,4,1.4
5510,meetings,m-ee-t-i-ng-s,8,6,3,5,1.3333333333333333
5511,meets,m-ee-ts,5,3,2,3,1.6666666666666667
5512,meetup,m-ee-t-u-p,6,5,3,3,1.2
5513,mega,m-e-g-a,4,4,2,2,1.0
5514,mel,m-e-l,3,3,1,2,1.0
5515,melbourne,m-e-l-b-our-ne,9,6,4,5,1.5
5516,melissa,m-e-l-i-ss-a,7,6,3,4,1.1666666666666667
5517,mem,m-e-m,3,3,1,2,1.0
5518,member,m-e-mb-er,6,4,2,4,1.5
5519,members,m-e-mb-er-s,7,5,2,5,1.4
5520,membership,m-e-mb-er-sh-i-p,10,7,3,7,1.4285714285714286
5521,membrane,m-e-mb-r-a-ne,8,6,3,5,1.3333333333333333
5522,memo,m-e-m-o,4,4,2,2,1.0
5523,memorabilia,m-e-m-or-a-b-i-l-ia,11,9,6,5,1.2222222222222223
5524,memorial,m-e-m-or-i-al,8,6,4,4,1.3333333333333333
5525,memories,m-e-m-or-ie-s,8,6,4,4,1.3333333333333333
5526,memory,m-e-m-or-y,6,5,2,4,1.2
5527,memphis,m-e-m-ph-is,7,5,2,5,1.4
5528,men,m-e-n,3,3,1,2,1.0
5529,mens,m-e-ns,4,3,1,3,1.3333333333333333
5530,ment,m-e-nt,4,3,1,3,1.3333333333333333
5531,mental,m-e-nt-al,6,4,2,4,1.5
5532,mention,m-e-n-ti-o-n,7,6,3,4,1.1666666666666667
5533,mentioned,m-e-n-ti-o-n-ed,9,7,4,5,1.2857142857142858
5534,mentor,m-e-nt-or,6,4,2,4,1.5
5535,menu,me-n-u,4,3,2,2,1.3333333333333333
5536,menus,me-n-u-s,5,4,2,3,1.25
5537,mercedes,m-er-ce-de-s,8,5,3,5,1.6
5538,merchandise,m-er-ch-a-nd-i-se,11,7,4,7,1.5714285714285714
5539,merchant,m-er-ch-a-nt,8,5,2,6,1.6
5540,merchants,m-er-ch-a-nt-s,9,6,2,7,1.5
5541,mercury,m-er-cu-r-u,7,5,2,5,1.4
5542,mercy,m-er-c-y,5,4,1,4,1.25
5543,mere,me-re,4,2,2,2,2.0
5544,merely,me-re-l-y,6,4,2,4,1.5
5545,merge,m-er-ge,5,3,2,3,1.6666666666666667
5546,merger,m-er-g-er,6,4,2,4,1.5
5547,merit,m-er-it,5,3,2,3,1.6666666666666667
5548,merry,me-rr-y,5,3,1,4,1.6666666666666667
5549,mesa,me-s-a,4,3,2,2,1.3333333333333333
5550,mesh,me-sh,4,2,1,3,2.0
5551,mess,me-ss,4,2,1,3,2.0
5552,message,me-ss-a-ge,7,4,3,4,1.75
5553,messages,me-ss-a-ge-s,8,5,3,5,1.6
5554,messaging,me-ss-a-g-i-ng,9,6,3,6,1.5
5555,messenger,me-ss-e-ng-er,9,5,3,6,1.8
5556,met,me-t,3,2,1,2,1.5
5557,meta,me-t-a,4,3,2,2,1.3333333333333333
5558,metabolism,m-et-a-b-ol-i-sm,10,7,4,6,1.4285714285714286
5559,metadata,me-t-a-d-at-a,8,6,4,4,1.3333333333333333
5560,metal,m-et-al,5,3,2,3,1.6666666666666667
5561,metallic,m-et-a-ll-i-c,8,6,3,5,1.3333333333333333
5562,metallica,m-et-a-ll-i-c-a,9,7,4,5,1.2857142857142858
5563,metals,m-et-al-s,6,4,2,4,1.5
5564,meter,me-t-er,5,3,2,3,1.6666666666666667
5565,meters,me-t-er-s,6,4,2,4,1.5
5566,method,me-th-o-d,6,4,2,4,1.5
5567,methodology,me-th-o-d-ol-o-g-y,11,8,4,7,1.375
5568,methods,me-th-o-d-s,7,5,2,5,1.4
5569,metres,me-t-re-s,6,4,2,4,1.5
5570,metric,m-et-r-i-c,6,5,2,4,1.2
5571,metro,m-et-r-o,5,4,2,3,1.25
5572,metropolitan,m-et-r-o-p-ol-i-t-a-n,12,10,5,7,1.2
5573,mexican,me-x-i-c-a-n,7,6,3,4,1.1666666666666667
5574,mexico,me-c-i-c-o,6,5,3,3,1.2
5575,meyer,m-ey-er,5,3,2,3,1.6666666666666667
5576,mia,m-ia,3,2,2,1,1.5
5577,miami,m-i-a-m-i,5,5,3,2,1.0
5578,mic,m-i-c,3,3,1,2,1.0
5579,mice,m-i-ce,4,3,2,2,1.3333333333333333
5580,michael,m-i-ch-ae-l,7,5,3,4,1.4
5581,michel,m-i-ch-el,6,4,2,4,1.5
5582,michelle,m-i-ch-e-ll-e,8,6,3,5,1.3333333333333333
5583,michigan,m-i-ch-i-g-a-n,8,7,3,5,1.1428571428571428
5584,micro,m-i-c-r-o,5,5,2,3,1.0
5585,microphone,m-i-c-r-o-ph-o-ne,10,8,4,6,1.25
5586,microsoft,m-i-c-r-o-s-o-ft,9,8,3,6,1.125
5587,microwave,m-i-c-r-o-w-a-ve,9,8,4,5,1.125
5588,mid,m-id,3,2,1,2,1.5
5589,middle,m-i-dd-le,6,4,2,4,1.5
5590,midi,m-i-d-i,4,4,2,2,1.0
5591,midlands,m-i-d-l-a-nd-s,8,7,2,6,1.1428571428571428
5592,midnight,m-i-d-n-i-gh-t,8,7,2,6,1.1428571428571428
5593,midwest,m-i-d-w-e-st,7,6,2,5,1.1666666666666667
5594,might,m-i-gh-t,5,4,1,4,1.25
5595,mighty,m-i-gh-t-y,6,5,1,5,1.2
5596,migration,m-i-g-r-a-ti-o-n,9,8,4,5,1.125
5597,mike,m-i-ke,4,3,2,2,1.3333333333333333
5598,mil,m-i-l,3,3,1,2,1.0
5599,milan,m-i-l-a-n,5,5,2,3,1.0
5600,mild,m-i-l-d,4,4,1,3,1.0
5601,mile,m-i-le,4,3,2,2,1.3333333333333333
5602,mileage,m-i-le-a-ge,7,5,4,3,1.4
5603,miles,m-i-le-s,5,4,2,3,1.25
5604,military,m-i-l-it-ar-y,8,6,3,5,1.3333333333333333
5605,milk,m-i-l-k,4,4,1,3,1.0
5606,mill,m-i-ll,4,3,1,3,1.3333333333333333
5607,millennium,m-i-ll-e-nn-i-u-m,10,8,4,6,1.25
5608,miller,m-i-ll-er,6,4,2,4,1.5
5609,million,m-i-ll-io-n,7,5,3,4,1.4
5610,millions,m-i-ll-io-n-s,8,6,3,5,1.3333333333333333
5611,mills,m-i-ll-s,5,4,1,4,1.25
5612,milton,m-i-l-t-o-n,6,6,2,4,1.0
5613,milwaukee,m-i-l-w-au-k-ee,9,7,5,4,1.2857142857142858
5614,mime,m-i-me,4,3,2,2,1.3333333333333333
5615,min,m-i-n,3,3,1,2,1.0
5616,mind,m-i-nd,4,3,1,3,1.3333333333333333
5617,minds,m-i-nd-s,5,4,1,4,1.25
5618,mine,m-i-ne,4,3,2,2,1.3333333333333333
5619,mineral,m-i-n-er-al,7,5,3,4,1.4
5620,minerals,m-i-n-er-al-s,8,6,3,5,1.3333333333333333
5621,mines,m-i-ne-s,5,4,2,3,1.25
5622,mini,m-i-n-i,4,4,2,2,1.0
5623,miniature,m-i-n-i-a-t-u-re,9,8,5,4,1.125
5624,minimal,m-i-n-i-m-al,7,6,3,4,1.1666666666666667
5625,minimize,m-i-n-i-m-i-ze,8,7,4,4,1.1428571428571428
5626,minimum,m-i-n-i-m-u-m,7,7,3,4,1.0
5627,mining,m-i-n-i-ng,6,5,2,4,1.2
5628,minister,m-i-n-i-st-er,8,6,3,5,1.3333333333333333
5629,ministers,m-i-n-i-st-er-s,9,7,3,6,1.2857142857142858
5630,ministries,m-i-n-i-st-r-ie-s,10,8,4,6,1.25
5631,ministry,m-i-n-i-st-r-y,8,7,2,6,1.1428571428571428
5632,minneapolis,m-i-nn-ea-p-ol-i-s,11,8,5,6,1.375
5633,minnesota,m-i-nn-es-ot-a,9,6,4,5,1.5
5634,minolta,m-i-n-ol-t-a,7,6,3,4,1.1666666666666667
5635,minor,m-i-n-or,5,4,2,3,1.25
5636,minority,m-i-n-or-it-y,8,6,3,5,1.3333333333333333
5637,mins,m-i-n-s,4,4,1,3,1.0
5638,mint,m-i-nt,4,3,1,3,1.3333333333333333
5639,minus,m-i-n-u-s,5,5,2,3,1.0
5640,minute,m-i-n-u-te,6,5,3,3,1.2
5641,minutes,m-i-n-u-t-es,7,6,3,4,1.1666666666666667
5642,miracle,m-ir-a-c-le,7,5,3,4,1.4
5643,mirror,m-i-rr-or,6,4,2,4,1.5
5644,mirrors,m-i-rr-or-s,7,5,2,5,1.4
5645,misc,m-i-sc,4,3,1,3,1.3333333333333333
5646,miscellaneous,m-i-sce-ll-a-ne-ous,13,7,6,7,1.8571428571428572
5647,miss,m-i-ss,4,3,1,3,1.3333333333333333
5648,missed,m-i-ss-ed,6,4,2,4,1.5
5649,missile,m-i-ss-i-le,7,5,3,4,1.4
5650,missing,m-i-ss-i-ng,7,5,2,5,1.4
5651,mission,m-i-ss-io-n,7,5,3,4,1.4
5652,missions,m-i-ss-io-n-s,8,6,3,5,1.3333333333333333
5653,mississippi,m-i-ss-i-ss-i-pp-i,11,8,4,7,1.375
5654,missouri,m-i-ss-ou-r-i,8,6,4,4,1.3333333333333333
5655,mistake,m-i-st-a-ke,7,5,3,4,1.4
5656,mistakes,m-i-st-a-ke-s,8,6,3,5,1.3333333333333333
5657,mistress,m-i-st-re-ss,8,5,2,6,1.6
5658,mit,m-it,3,2,1,2,1.5
5659,mitchell,m-it-ch-e-ll,8,5,2,6,1.6
5660,mitsubishi,m-it-s-u-b-i-sh-i,10,8,4,6,1.25
5661,mix,m-i-x,3,3,1,2,1.0
5662,mixed,m-i-x-ed,5,4,2,3,1.25
5663,mixer,m-i-x-er,5,4,2,3,1.25
5664,mixing,m-i-x-i-ng,6,5,2,4,1.2
5665,mixture,m-i-x-t-u-re,7,6,3,4,1.1666666666666667
5666,mobile,m-o-b-i-le,6,5,3,3,1.2
5667,mobiles,m-o-b-i-le-s,7,6,3,4,1.1666666666666667
5668,mobility,m-o-b-i-l-it-y,8,7,3,5,1.1428571428571428
5669,mod,m-o-d,3,3,1,2,1.0
5670,mode,m-o-de,4,3,2,2,1.3333333333333333
5671,model,m-o-de-l,5,4,2,3,1.25
5672,modeling,m-o-de-l-i-ng,8,6,3,5,1.3333333333333333
5673,modelling,m-o-de-ll-i-ng,9,6,3,6,1.5
